Series Title,Episode Title,Episode Runtime,Season #,Episode #,Year
Pretty Little Liars,Scream for Me,44,5,8,2014
Pretty Little Liars,Shadow Play,43,4,19,2014
Pretty Little Liars,She's Better Now,44,3,14,2013
Pretty Little Liars,She's Come Undone,44,4,21,2014
Pretty Little Liars,She's No Angel,41,6,5,2015
Pretty Little Liars,Single Fright Female,43,3,11,2012
Pretty Little Liars,Someone to Watch Over Me,60,1,20,2011
Pretty Little Liars,Songs of Experience,43,6,3,2015
Pretty Little Liars,Songs of Innocence,43,6,2,2015
Pretty Little Liars,Stolen Kisses,44,3,8,2012
Pretty Little Liars,Surface Tension,44,2,7,2011
Pretty Little Liars,Surfing the Aftershocks,44,5,3,2014
Pretty Little Liars,Taking This One to the Grave,42,5,12,2014
Pretty Little Liars,That Girl Is Poison,44,3,5,2012
Pretty Little Liars,The Badass Seed,60,1,18,2011
Pretty Little Liars,The Bin of Sin,44,5,17,2015
Pretty Little Liars,The Blond Leading the Blind,44,2,17,2012
Pretty Little Liars,The DArkest Knight,41,7,10,2016
Pretty Little Liars,The Devil You Know,43,2,5,2011
Pretty Little Liars,The First Secret,45,2,13,2011
Pretty Little Liars,The Glove That Rocks the Cradle,43,7,16,2017
Pretty Little Liars,The Gloves Are On,42,6,13,2016
Pretty Little Liars,The Goodbye Look,44,2,2,2011
Pretty Little Liars,The Guilty Girl's Handbook,45,4,8,2013
Pretty Little Liars,The Homecoming Hangover,44,1,7,2010
Pretty Little Liars,The Jenna Thing,42,1,2,2010
Pretty Little Liars,The Kahn Game,43,3,9,2012
Pretty Little Liars,The Lady Killer,42,3,12,2012
Pretty Little Liars,The Melody Lingers On,42,5,23,2015
Pretty Little Liars,The Mirror Has Three Faces,45,4,10,2013
Pretty Little Liars,The Naked Truth,45,2,19,2012
Pretty Little Liars,The New Normal,60,1,17,2011
Pretty Little Liars,The Perfect Storm,45,1,9,2010
Pretty Little Liars,The Remains of the 'A',44,3,6,2012
Pretty Little Liars,The Silence of E. Lamb,44,5,7,2014
Pretty Little Liars,The Talented Mr. Rollins,42,7,3,2016
Pretty Little Liars,The Wrath of Kahn,42,7,9,2016
Pretty Little Liars,There's No Place Like Homecoming,45,1,6,2010
Pretty Little Liars,These Boots Were Made for Stalking,42,7,12,2017
Pretty Little Liars,This Is a Dark Ride,42,3,13,2012
Pretty Little Liars,"Through a Glass, Darkly",44,5,14,2015
Pretty Little Liars,"Through Many Dangers, Toils, and Snares",45,2,14,2012
Pretty Little Liars,Thrown from the Ride,44,5,4,2014
Pretty Little Liars,"Tick-Tock, Bitches",42,7,1,2016
Pretty Little Liars,To Kill a Mocking Girl,45,1,3,2010
Pretty Little Liars,To Plea or Not to Plea,43,5,22,2015
Pretty Little Liars,Touched by an 'A'-ngel,45,2,10,2011
Pretty Little Liars,Turn of the Shoe,45,4,2,2013
Pretty Little Liars,Unbridled,44,4,23,2014
Pretty Little Liars,Under the Gun,45,4,6,2013
Pretty Little Liars,unmAsked,45,2,25,2012
Pretty Little Liars,Wanted: Dead or Alive,42,7,6,2016
Pretty Little Liars,We've All Got Baggage,42,6,17,2016
Pretty Little Liars,Welcome to the Dollhouse,42,5,25,2015
Pretty Little Liars,What Becomes of the Broken-Hearted,45,3,19,2013
Pretty Little Liars,What Lies Beneath,44,3,10,2012
Pretty Little Liars,Where Somebody Waits for Me,42,6,16,2016
Pretty Little Liars,Whirly Girly,43,5,2,2014
Pretty Little Liars,Who's in the Box?,44,4,14,2014
Pretty Little Liars,Will the Circle Be Unbroken?,43,3,22,2013
Private Eyes,Boardwalk Empire,44,2,2,2017
Private Eyes,Crimes of Fashion,44,2,4,2017
Private Eyes,Disappearing Act,44,1,9,2016
Private Eyes,"I Do, I Do",44,1,8,2016
Private Eyes,Mise en Place,44,1,2,2016
Private Eyes,The Code,42,1,1,2016
Private Eyes,The Devil's Playground,44,1,4,2016
Private Eyes,The Extra Mile,44,2,1,2017
Private Eyes,The Frame Job,44,2,3,2017
Private Eyes,The Money Shot,44,1,3,2016
Private Eyes,The Six,44,1,5,2016
Public Morals,A Fine Line,43,1,1,2015
Public Morals,A Good Shooting,42,1,6,2015
Public Morals,A Thought and a Soul,42,1,10,2015
Public Morals,A Token of Our Appreciation,42,1,5,2015
Public Morals,Collection Day,43,1,7,2015
Public Morals,Family Is Family,42,1,2,2015
Public Morals,Ladies Night,43,1,4,2015
Public Morals,No Crazies on the Street,42,1,8,2015
Public Morals,O'Bannon's Wake,42,1,3,2015
Public Morals,Starts with a Snowflake,42,1,9,2015
Pure Genius,A Bunker Hill Christmas,43,1,7,2016
Pure Genius,Around the World in Eight Kidneys,42,1,8,2016
Pure Genius,"Bunker Hill, We Have a Problem",42,1,6,2016
Pure Genius,Fire and Ice,42,1,5,2016
Pure Genius,Grace,42,1,9,2017
Pure Genius,Hero Worship,41,1,10,2017
Pure Genius,I Got This,43,1,12,2017
Pure Genius,It's Your Friendly Neighborhood Spider Silk Surgery,42,1,2,2016
Pure Genius,Lift Me Up,42,1,13,2017
Pure Genius,Not Your Grandmother's Robotic Surgery,42,1,4,2016
Pure Genius,Pilot,43,1,1,2016
Pure Genius,Touch and Go,43,1,11,2017
Pure Genius,You Must Remember This,43,1,3,2016
Quarry,A Mouthful of Splinters,54,1,3,2016
Quarry,Carnival of Souls,52,1,7,2016
Quarry,Coffee Blues,48,1,5,2016
Quarry,Figure Four,56,1,2,2016
Quarry,His Deeds Were Scattered,49,1,6,2016
Quarry,Seldom Realized,58,1,4,2016
Queen of the South,Cuarenta Minutos,40,1,2,2016
Queen of the South,Estrategia de Entrada,41,1,3,2016
Queen of the South,Lirio de los Valles,41,1,4,2016
Queen of the South,Piloto,45,1,1,2016
Queen of the South,Un Alma. Un Mapa. A Futuro,41,1,5,2016
Queen Sugar,After the Winter,43,2,1,2017
Queen Sugar,All Good,41,1,11,2016
Queen Sugar,As Promised,43,1,6,2016
Queen Sugar,By Any Chance,42,1,5,2016
Queen Sugar,Caroling Dusk,43,2,5,2017
Queen Sugar,Evergreen,43,1,2,2016
Queen Sugar,Far Too Long,42,1,12,2016
Queen Sugar,First Things First,60,1,1,2016
Queen Sugar,Freedom's Plow,43,2,8,2017
Queen Sugar,Give Us This Day,43,1,13,2016
Queen Sugar,I Know My Soul,43,2,7,2017
Queen Sugar,In No Uncertain Terms,43,1,7,2016
Queen Sugar,Line of Our Elders,43,2,6,2017
Queen Sugar,My Soul's High Song,43,2,4,2017
Queen Sugar,So Far,43,1,10,2016
Queen Sugar,The Darker Sooner,43,1,4,2016
Queen Sugar,Thy Will Be Done,43,1,3,2016
Queen Sugar,To Usward,41,2,2,2017
Queen Sugar,What Do I Care for Morning,43,2,3,2017
Queen Sugar,Where with All,43,1,8,2016
Queer as Folk,Bowling for Equality,47,2,19,2002
Queer as Folk,"No Bris, No Shirt, No Service",44,1,3,2000
Queer as Folk,Now Approaching... The Line,50,1,5,2000
Queer as Folk,Ted's Not Dead,45,1,4,2000
Queer as Folk,The Art of Desperation,50,1,6,2001
Queer as Folk,We Will Survive!,57,5,13,2005
Ransom,Bulletproof,41,1,13,2017
Ransom,Celina,40,1,6,2017
Ransom,Girl on a Train,40,1,9,2017
Ransom,Grand Slam,41,1,2,2017
Ransom,Refuge,41,1,12,2017
Ransom,Regeneration,42,1,7,2017
Ransom,Say What You Did,41,1,8,2017
Ransom,The Artist,41,1,10,2017
Ransom,The Box,43,1,3,2017
Ransom,The Castle,42,1,11,2017
Ransom,The Enemy Within,42,1,5,2017
Ransom,The Return,42,1,1,2017
Ray Donovan,A Mouth Is a Mouth,53,1,2,2013
Ray Donovan,All Must Be Loved,50,3,7,2015
Ray Donovan,Black Cadillac,49,1,4,2013
Ray Donovan,Breakfast of Champions,53,3,4,2015
Ray Donovan,Bridget,53,1,8,2013
Ray Donovan,Bucky Fuckin' Dent,52,1,11,2013
Ray Donovan,Chinese Algebra,48,4,11,2016
Ray Donovan,Come and Knock on Our Door,53,3,3,2015
Ray Donovan,Ding,50,3,2,2015
Ray Donovan,Exsuscito,59,3,12,2015
Ray Donovan,Federal Boobie Inspector,57,4,4,2016
Ray Donovan,Fish and Bird,58,4,6,2016
Ray Donovan,Fite Nite,54,1,10,2013
Ray Donovan,Gem and Loan,55,2,3,2014
Ray Donovan,Get Even Before Leavin',49,4,5,2016
Ray Donovan,Girl with Guitar,58,4,1,2016
Ray Donovan,Goodbye Beautiful,47,4,9,2016
Ray Donovan,Handshake Deal,52,3,5,2015
Ray Donovan,Housewarming,51,1,6,2013
Ray Donovan,Irish Spring,51,2,5,2014
Ray Donovan,Lake Hollywood,51,4,10,2016
Ray Donovan,Little Bill Primm's Big Green Horseshoe,55,4,3,2016
Ray Donovan,Marisol,53,4,2,2016
Ray Donovan,New Birthday,53,1,7,2013
Ray Donovan,Norman Saves the World,54,4,7,2016
Ray Donovan,One Night in Yerevan,57,3,10,2015
Ray Donovan,Poker,45,3,11,2015
Ray Donovan,Rattus Rattus,63,4,12,2016
Ray Donovan,Road Trip,49,1,9,2013
Ray Donovan,Rodef,47,2,11,2014
Ray Donovan,S U C K,56,2,4,2014
Ray Donovan,Same Exactly,54,1,12,2013
Ray Donovan,Snowflake,55,2,9,2014
Ray Donovan,Sunny,45,2,8,2014
Ray Donovan,Swing Vote,55,3,6,2015
Ray Donovan,The Bag or the Bat,59,1,1,2013
Ray Donovan,The Captain,52,2,12,2014
Ray Donovan,The Golem,52,1,5,2013
Ray Donovan,The Kalamazoo,52,3,1,2015
Ray Donovan,The Octopus,54,3,9,2015
Ray Donovan,The Texan,56,4,8,2016
Ray Donovan,Tulip,51,3,8,2015
Ray Donovan,Twerk,55,1,3,2013
Ray Donovan,Uber Ray,54,2,2,2014
Ray Donovan,Viagra,53,2,6,2014
Ray Donovan,Volcheck,55,2,10,2014
Ray Donovan,Walk This Way,56,2,7,2014
Ray Donovan,Yo Soy Capitan,54,2,1,2014
Recovery Road,"""Recovery Road"" (Be)Coming Clean",42,1,10,2016
Recovery Road,Blackout,42,1,1,2016
Recovery Road,Heaven Backwards,42,1,6,2016
Recovery Road,My Loose Thread,41,1,5,2016
Recovery Road,Parties Without Borders,41,1,4,2016
Recovery Road,Sick as Our Secrets,41,1,7,2016
Recovery Road,Surrender,41,1,3,2016
Recovery Road,The Art of the Deal,41,1,2,2016
Recovery Road,The Weaklings,41,1,8,2016
Recovery Road,Your Side of the Street,42,1,9,2016
Rectify,A House Divided,44,4,1,2016
Rectify,Act as If,44,2,5,2014
Rectify,Always There,48,1,1,2013
Rectify,Bob & Carol & Ted Jr. & Alice,43,4,3,2016
Rectify,Charlie Darwin,44,2,3,2014
Rectify,Donald the Normal,45,2,4,2014
Rectify,"Drip, Drip",44,1,5,2013
Rectify,Girl Jesus,45,3,4,2015
Rectify,Go Ask Roger,44,4,4,2016
Rectify,Happy Unburdening,55,4,7,2016
Rectify,Hoorah,45,3,1,2015
Rectify,Jacob's Ladder,46,1,6,2013
Rectify,Mazel Tov,45,2,6,2014
Rectify,Modern Times,45,1,3,2013
Rectify,Physics,44,4,6,2016
Rectify,Pineapples in Paris,44,4,5,2016
Rectify,Plato's Cave,45,1,4,2013
Rectify,Running with the Bull,47,2,1,2014
Rectify,Sexual Peeling,45,1,2,2013
Rectify,Sleeping Giants,44,2,2,2014
Rectify,Sown with Salt,45,3,3,2015
Rectify,The Future,46,3,5,2015
Rectify,The Great Destroyer,45,2,8,2014
Rectify,The Source,53,3,6,2015
Rectify,Thrill Ride,45,3,2,2015
Rectify,Unhinged,55,2,10,2014
Rectify,Until You're Blue,45,2,9,2014
Rectify,Weird as You,45,2,7,2014
Rectify,Yolk,44,4,2,2016
Red Band Society,Ergo Ego,44,1,6,2014
Red Band Society,"Get Outta My Dreams, Get Into My Car",44,1,8,2014
Red Band Society,How Did We Get Here?,44,1,9,2014
Red Band Society,Know Thyself,42,1,7,2014
Red Band Society,"Liar, Liar Pants on Fire",43,1,3,2014
Red Band Society,Pilot,45,1,1,2014
Red Band Society,So Tell Me What You Want What You Really Really Want,42,1,5,2014
Red Band Society,Sole Searching,43,1,2,2014
Red Band Society,The Guilted Age,44,1,11,2015
Red Band Society,There's No Place Like Homecoming,43,1,4,2014
Red Band Society,Waiting for Superman,44,1,13,2015
Red Band Society,We'll Always Have Paris,43,1,12,2015
Red Band Society,What I Did for Love,44,1,10,2014
Reign,A Better Man,41,4,10,2017
Reign,A Bride. A Box. A Body.,42,4,14,2017
Reign,A Chill in the Air,42,1,5,2013
Reign,A Grain of Deception,42,4,2,2017
Reign,Abandoned,43,2,19,2015
Reign,Acts of War,43,2,9,2014
Reign,All It Cost Her...,42,4,16,2017
Reign,Banished,43,2,12,2015
Reign,Betrothed,42,3,2,2015
Reign,Blood for Blood,41,2,5,2014
Reign,Blood in the Water,41,4,15,2017
Reign,Bruises That Lie,41,3,10,2016
Reign,Burn,42,2,22,2015
Reign,Chosen,41,1,6,2013
Reign,Clans,42,3,16,2016
Reign,Coronation,43,2,3,2014
Reign,Coup de Grace,41,4,13,2017
Reign,Dead of Night,42,4,11,2017
Reign,Dirty Laundry,41,1,14,2014
Reign,Drawn and Quartered,43,2,2,2014
Reign,Extreme Measures,41,3,3,2015
Reign,Fated,43,1,8,2013
Reign,Fight or Flight,41,3,6,2015
Reign,For King and Country,42,1,9,2014
Reign,Forbidden,43,2,15,2015
Reign,Fugitive,43,2,20,2015
Reign,Getaway,43,2,11,2015
Reign,Hanging Swords,42,4,7,2017
Reign,Hearts and Minds,42,1,4,2013
Reign,Higher Ground,43,1,20,2014
Reign,Highland Games,42,4,5,2017
Reign,In a Clearing,42,3,5,2015
Reign,Inquisition,42,1,11,2014
Reign,Intruders,42,3,17,2016
Reign,Kissed,43,1,3,2013
Reign,Leaps of Faith,42,4,3,2017
Reign,Left Behind,43,1,7,2013
Reign,Liege Lord,42,1,17,2014
Reign,Long Live the King,43,1,21,2014
Reign,Love & Death,41,4,6,2017
Reign,Mercy,40,2,10,2014
Reign,Monsters,43,1,16,2014
Reign,No Exit,43,1,18,2014
Reign,No Way Out,41,3,12,2016
Reign,Our Undoing,42,3,8,2016
Reign,Pilot,43,1,1,2013
Reign,Playing with Fire,42,4,4,2017
Reign,Pulling Strings,41,4,9,2017
Reign,Reversal of Fortune,41,2,18,2015
Reign,Royal Blood,42,1,12,2014
Reign,Sacrifice,42,1,10,2014
Reign,Safe Passage,41,3,15,2016
Reign,Sins of the Past,40,2,13,2015
Reign,Slaughter of Innocence,42,1,22,2014
Reign,Snakes in the Garden,43,1,2,2013
Reign,Spiders in a Jar,42,3,18,2016
Reign,Strange Bedfellows,42,3,13,2016
Reign,Succession,42,3,11,2016
Reign,Tasting Revenge,43,2,16,2015
Reign,Tempting Fate,41,2,17,2015
Reign,Terror of the Faithful,43,2,8,2014
Reign,The Consummation,43,1,13,2014
Reign,The Darkness,42,1,15,2014
Reign,The End of Mourning,43,2,14,2015
Reign,The Hound and the Hare,41,3,7,2015
Reign,The Lamb and the Slaughter,42,2,4,2014
Reign,The Plague,43,2,1,2014
Reign,The Price,40,3,4,2015
Reign,The Prince of the Blood,43,2,7,2014
Reign,The Shakedown,42,4,12,2017
Reign,The Siege,42,2,21,2015
Reign,Three Queens,42,2,6,2014
Reign,"Three Queens, Two Tigers",40,3,1,2015
Reign,To the Death,41,3,14,2016
Reign,Toy Soldiers,41,1,19,2014
Reign,Uncharted Waters,41,4,8,2017
Reign,Wedlock,42,3,9,2016
Reign,With Friends Like These,41,4,1,2017
Republic of Doyle,A Horse Divided,45,1,11,2010
Republic of Doyle,A Stand Up Guy,44,2,3,2011
Republic of Doyle,Blood Is Thicker Than Blood,45,1,4,2010
Republic of Doyle,Blood Work,43,4,2,2013
Republic of Doyle,Body of Evidence,43,6,8,2014
Republic of Doyle,"Bon Cop, Bueno Cop",43,5,1,2013
Republic of Doyle,Brothers in Arms,43,5,10,2013
Republic of Doyle,Buried,43,5,16,2014
Republic of Doyle,Carlotta's Way,43,4,4,2013
Republic of Doyle,"Con, Steal, Love",42,3,12,2012
Republic of Doyle,Crashing on the Couch,45,2,7,2011
Republic of Doyle,Dead Man Talking,42,3,5,2012
Republic of Doyle,Dirty Deeds,43,6,1,2014
Republic of Doyle,Don't Gamble with City Hall,45,2,11,2011
Republic of Doyle,Duchess of George,45,1,3,2010
Republic of Doyle,Expansion,43,5,15,2014
Republic of Doyle,Family Business,44,2,13,2011
Republic of Doyle,Fathers and Sons,45,1,1,2010
Republic of Doyle,Firecracker,43,5,3,2013
Republic of Doyle,Frame Job,43,5,11,2014
Republic of Doyle,From Dublin with Love,43,4,1,2013
Republic of Doyle,Gimme Shelter,43,4,10,2013
Republic of Doyle,Gun for Hire,43,5,4,2013
Republic of Doyle,He Sleeps with the Chips,45,1,9,2010
Republic of Doyle,Head Over Heels,42,3,2,2012
Republic of Doyle,High School Confidential,42,3,7,2012
Republic of Doyle,Hit and Rum,45,1,5,2010
Republic of Doyle,"Hook, Line and Sinker",43,5,7,2013
Republic of Doyle,Hot Package,42,3,3,2012
Republic of Doyle,Identity Crisis,43,4,3,2013
Republic of Doyle,If the Shoe Fits,43,5,14,2014
Republic of Doyle,In Brigus,43,4,7,2013
Republic of Doyle,Judgement Day,43,6,9,2014
Republic of Doyle,Last Call,43,6,10,2014
Republic of Doyle,Live and Let Doyle,45,2,1,2011
Republic of Doyle,Live Wire,42,3,11,2012
Republic of Doyle,Major Crimes,43,5,9,2013
Republic of Doyle,"Mirror, Mirror",42,3,9,2012
Republic of Doyle,Missing,43,5,6,2013
Republic of Doyle,Multitasking,43,4,8,2013
Republic of Doyle,No Rest for the Convicted,43,6,2,2014
Republic of Doyle,One Angry Jake,42,3,10,2012
Republic of Doyle,Popeye Doyle,45,2,2,2011
Republic of Doyle,Retribution,43,4,9,2013
Republic of Doyle,Return of the Kingpin,43,4,12,2013
Republic of Doyle,Rusted Steele,42,3,4,2012
Republic of Doyle,Sleight of Hand,43,5,12,2014
Republic of Doyle,Smash Derby,43,6,3,2014
Republic of Doyle,"Something Old, Someone New",45,2,5,2011
Republic of Doyle,St. John's Town,45,2,12,2011
Republic of Doyle,Streets of St. John's,42,3,1,2012
Republic of Doyle,Sympathy for the Devil,45,2,8,2011
Republic of Doyle,The Common Wealth,43,4,6,2013
Republic of Doyle,The Dating Game,42,3,6,2012
Republic of Doyle,The Devil Inside,43,4,11,2013
Republic of Doyle,The Driver,43,6,4,2014
Republic of Doyle,The Fall of the Republic,44,1,12,2010
Republic of Doyle,The Heroine,43,4,5,2013
Republic of Doyle,The One Who Got Away,45,1,6,2010
Republic of Doyle,The Overpass,43,5,2,2013
Republic of Doyle,The Pen Is Mightier Than the Doyle,45,1,10,2010
Republic of Doyle,The Pint,43,6,6,2014
Republic of Doyle,The Return of the Grievous Angel,45,1,2,2010
Republic of Doyle,The Ryans and the Pittmans,45,2,6,2011
Republic of Doyle,The Son Also Rises,45,2,4,2011
Republic of Doyle,The Special Detective,45,2,10,2011
Republic of Doyle,The Tell-Tale Safe,45,1,8,2010
Republic of Doyle,The Woman Who Knew Too Little,45,1,7,2010
Republic of Doyle,The Works,43,5,5,2013
Republic of Doyle,True Lies,43,6,5,2014
Republic of Doyle,Two Jakes and a Baby,42,3,8,2012
Republic of Doyle,Under Pressure,42,3,13,2012
Republic of Doyle,Welcome Back Crocker,43,5,13,2014
Republic of Doyle,What Doesn't Kill You,43,4,13,2013
Republic of Doyle,When the Whistle Blows,43,6,7,2014
Republic of Doyle,Will the Real Des Courtney Please Stand Up?,45,2,9,2011
Republic of Doyle,Young Guns,43,5,8,2013
Revenge,Abduction,42,4,13,2015
Revenge,Absolution,45,1,19,2012
Revenge,Addiction,42,3,17,2014
Revenge,Aftermath,41,4,21,2015
Revenge,Allegiance,42,3,19,2014
Revenge,Ambush,42,4,7,2014
Revenge,Ashes,42,4,3,2014
Revenge,Atonement,42,4,10,2014
Revenge,Bait,43,4,15,2015
Revenge,Betrayal,45,1,3,2011
Revenge,Blood,41,3,18,2014
Revenge,Burn,43,4,20,2015
Revenge,Chaos,45,1,15,2012
Revenge,Charade,45,1,7,2011
Revenge,Clarity,43,4,18,2015
Revenge,Collusion,44,2,12,2013
Revenge,Commitment,45,1,13,2012
Revenge,Confession,44,3,3,2013
Revenge,Confidence,44,2,3,2012
Revenge,Contact,41,4,8,2014
Revenge,Control,44,3,5,2013
Revenge,Damage,43,4,6,2014
Revenge,Destiny,44,2,1,2012
Revenge,Disclosure,42,4,2,2014
Revenge,Disgrace,41,3,16,2014
Revenge,Dissolution,43,3,6,2013
Revenge,Doubt,45,1,17,2012
Revenge,Duplicity,45,1,4,2011
Revenge,Duress,45,1,11,2012
Revenge,Endurance,41,3,12,2014
Revenge,Engagement,44,2,20,2013
Revenge,Epitaph,42,4,11,2015
Revenge,Execution,42,3,22,2014
Revenge,Exodus,44,3,10,2013
Revenge,Exposure,43,4,19,2015
Revenge,Fear,44,3,1,2013
Revenge,Forgiveness,44,2,5,2012
Revenge,Grief,45,1,21,2012
Revenge,Guilt,45,1,5,2011
Revenge,Hatred,44,3,13,2014
Revenge,Homecoming,41,3,11,2014
Revenge,Identity,43,2,19,2013
Revenge,Illumination,43,2,16,2013
Revenge,Illusion,44,2,6,2012
Revenge,Impetus,41,3,21,2014
Revenge,Infamy,45,1,12,2012
Revenge,Intel,44,4,9,2014
Revenge,Intrigue,45,1,6,2011
Revenge,Intuition,44,2,4,2012
Revenge,Justice,45,1,18,2012
Revenge,Kindred,44,4,14,2015
Revenge,Legacy,45,1,20,2012
Revenge,Lineage,44,2,8,2012
Revenge,Loss,42,4,17,2015
Revenge,Loyalty,45,1,10,2011
Revenge,Madness,43,4,12,2015
Revenge,Masquerade,44,2,18,2013
Revenge,Mercy,40,3,4,2013
Revenge,Meteor,44,4,4,2014
Revenge,Payback,42,3,14,2014
Revenge,Penance,44,2,7,2012
Revenge,Perception,45,1,14,2012
Revenge,Pilot,45,1,1,2011
Revenge,Plea,44,4,22,2015
Revenge,Power,44,2,10,2013
Revenge,Reckoning,45,1,22,2012
Revenge,Renaissance,44,4,1,2014
Revenge,Repercussions,43,4,5,2014
Revenge,Resurgence,42,3,7,2013
Revenge,Resurrection,44,2,2,2012
Revenge,Retaliation,43,4,16,2015
Revenge,Retribution,44,2,15,2013
Revenge,Revelations,44,2,9,2012
Revenge,Sabotage,44,2,11,2013
Revenge,Sacrifice,44,2,14,2013
Revenge,Scandal,45,1,16,2012
Revenge,Secrecy,43,3,8,2013
Revenge,Sin,44,3,2,2013
Revenge,Struggle,41,3,15,2014
Revenge,Surrender,41,3,9,2013
Revenge,Suspicion,45,1,9,2011
Revenge,Treachery,45,1,8,2011
Revenge,Trust,45,1,2,2011
Revenge,Truth: Part 1,41,2,21,2013
Revenge,Truth: Part 2,44,2,22,2013
Revenge,Two Graves,43,4,23,2015
Revenge,Union,44,2,13,2013
Revenge,Victory,43,2,17,2013
Ride with Norman Reedus,Appalachia: Blue Ridge Parkway,43,1,3,2016
Ride with Norman Reedus,California: Pacific Coast Highway,43,1,1,2016
Ride with Norman Reedus,Death Valley: Dante's View,43,1,2,2016
Ride with Norman Reedus,Louisiana: Crescent City,43,1,5,2016
Ride with Norman Reedus,Texas: Twisted Sister,43,1,4,2016
Ride with Norman Reedus,The Keys with Peter Fonda,43,1,6,2016
Ripper Street,A Brittle Thread,61,5,2,2016
Ripper Street,A Man of My Company,62,1,7,2013
Ripper Street,A Stronger Loving World,62,2,6,2013
Ripper Street,A White World Made Red,65,4,3,2016
Ripper Street,Am I Not Monstrous?,62,2,2,2013
Ripper Street,Become Man,62,2,3,2013
Ripper Street,Closed Casket,60,5,1,2016
Ripper Street,Dynamite and a Woman,61,2,4,2013
Ripper Street,Edmund Reid Did This,63,4,6,2016
Ripper Street,Heavy Boots,63,3,5,2014
Ripper Street,I Need Light,62,1,1,2012
Ripper Street,In My Protection,62,1,2,2013
Ripper Street,No Wolves in Whitechapel,64,4,5,2016
Ripper Street,Our Betrayal: Part 1,62,2,7,2013
Ripper Street,Our Betrayal: Part 2,59,2,8,2013
Ripper Street,Pure as the Driven,62,2,1,2013
Ripper Street,The Dreaming Dead,64,5,4,2016
Ripper Street,The Good of This City,61,1,4,2013
Ripper Street,The King Came Calling,62,1,3,2013
Ripper Street,The Weight of One Man's Heart,62,1,5,2013
Ripper Street,Threads of Silk and Gold,61,2,5,2013
Ripper Street,Tournament of Shadows,62,1,6,2013
Ripper Street,What Use Our Work?,62,1,8,2013
Riverdale,Chapter Eight: The Outsiders,42,1,8,2017
Riverdale,Chapter Eleven: To Riverdale and Back Again,42,1,11,2017
Riverdale,Chapter Five: Heart of Darkness,41,1,5,2017
Riverdale,Chapter Four: The Last Picture Show,41,1,4,2017
Riverdale,Chapter Nine: La Grande Illusion,41,1,9,2017
Riverdale,Chapter One: The River's Edge,46,1,1,2016
Riverdale,Chapter Seven: In a Lonely Place,42,1,7,2017
Riverdale,"Chapter Six: Faster, Pussycats! Kill! Kill!",41,1,6,2017
Riverdale,Chapter Ten: The Lost Weekend,41,1,10,2017
Riverdale,Chapter Thirteen: The Sweet Hereafter,42,1,13,2017
Riverdale,Chapter Three: Body Double,41,1,3,2017
Riverdale,Chapter Twelve: Anatomy of a Murder,42,1,12,2017
Riverdale,Chapter Two: A Touch of Evil,42,1,2,2017
Rizzoli & Isles,...Goodbye,40,5,2,2014
Rizzoli & Isles,5:26,43,6,12,2015
Rizzoli & Isles,2M7258-100,42,7,8,2016
Rizzoli & Isles,65 Hours,42,7,9,2016
Rizzoli & Isles,A Bad Seed Grows,42,6,7,2015
Rizzoli & Isles,A New Day,42,5,1,2014
Rizzoli & Isles,A Shot in the Dark,42,6,18,2016
Rizzoli & Isles,All for One,43,4,7,2013
Rizzoli & Isles,Bassholes,43,6,2,2015
Rizzoli & Isles,Bite Out of Crime,43,5,17,2015
Rizzoli & Isles,Bloodlines,42,2,7,2011
Rizzoli & Isles,Bomb Voyage,42,6,17,2016
Rizzoli & Isles,Born to Run,55,1,7,2010
Rizzoli & Isles,Boston Keltic,40,5,7,2014
Rizzoli & Isles,Boston Strangler Redux,41,1,2,2010
Rizzoli & Isles,Bridge to Tomorrow,41,5,13,2015
Rizzoli & Isles,Brown Eyed Girl,55,2,4,2011
Rizzoli & Isles,Built for Speed,42,4,10,2013
Rizzoli & Isles,Burden of Proof,42,5,12,2014
Rizzoli & Isles,Burning Down the House,41,2,15,2011
Rizzoli & Isles,But I Am a Good Girl,43,4,3,2013
Rizzoli & Isles,Can I Get a Witness?,42,2,11,2011
Rizzoli & Isles,Class Action Satisfaction,43,3,11,2012
Rizzoli & Isles,Cold as Ice,43,4,8,2013
Rizzoli & Isles,Cops vs. Zombies,42,7,3,2016
Rizzoli & Isles,Crazy for You,43,3,7,2012
Rizzoli & Isles,Cuts Like a Knife,43,3,8,2012
Rizzoli & Isles,Dance with the Devil,43,4,5,2013
Rizzoli & Isles,Dangerous Curve Ahead,42,7,2,2016
Rizzoli & Isles,Dead Weight,42,7,7,2016
Rizzoli & Isles,Deadly Harvest,43,6,3,2015
Rizzoli & Isles,Dirty Little Secret,43,3,2,2012
Rizzoli & Isles,Don't Hate the Player,41,2,5,2011
Rizzoli & Isles,"Don't Stop Dancing, Girl",42,2,14,2011
Rizzoli & Isles,Doomsday,43,5,4,2014
Rizzoli & Isles,East Meets West,42,6,16,2016
Rizzoli & Isles,Face Value,43,6,6,2015
Rizzoli & Isles,Fake It 'Til You Make It,43,6,11,2015
Rizzoli & Isles,Family Matters,42,5,18,2015
Rizzoli & Isles,Food for Thought,43,4,15,2014
Rizzoli & Isles,Foot Loose,42,5,14,2015
Rizzoli & Isles,For Richer or Poorer,41,7,10,2016
Rizzoli & Isles,Gone Daddy Gone,41,2,9,2011
